ID,Age,UseByTime,AthleticsActivities,WaterActivities,FitnessActivities,TeamActivities,RacketActivities,CombatActivities,SpecialActivities,OtherActivities,Dropout,Active_Period,Contract_Duration,PercentageOfVisits,MonthlyValue,PercentageOfClasses,Freq_Visits_Day,Visits_ActivePeriod,Gender_Female
15740,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.01639344262295082,-0.45662100456621,0.049999999999999975,0.408581179912238,0.0,0.4463220675944335,0.8241758241758239,1
15741,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14840182648401826,-0.3,-0.6323744514870794,0.0,-0.30119284294234594,-0.39926739926739924,1
15742,1.9166666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.01639344262295082,-0.045662100456621,0.0,0.7659678205753291,0.0,2.049701789264414,0.619047619047619,1
15743,0.3333333333333333,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.994535519125683,-0.0273972602739726,1.8499999999999999,0.8156996587030718,2.2342212622990156,0.3250497017892645,0.20146520146520136,1
15744,-0.08333333333333333,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,-0.01639344262295082,-0.2808219178082192,2.3000000000000003,1.069234519746465,0.0,4.257455268389663,6.113553113553112,0
15745,-0.3333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9890710382513661,-0.4634703196347032,-0.39999999999999997,0.6684544124817162,0.0,-0.6371769383697813,-0.5018315018315017,1
15747,3.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.4383561643835616,0.35000000000000003,-0.6489517308629935,2.3350131989440843,-0.23061630218687873,0.6007326007326007,1
15748,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.6506849315068494,-0.5,-0.5948317893710384,0.0,0.16500994035785294,-0.6007326007326007,1
15749,1.1666666666666667,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.01639344262295082,-0.58675799086758,-0.10000000000000002,4.033642125792296,0.0,2.3270377733598413,0.4175824175824174,0
15750,-1.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.4977168949771689,-0.20000000000000004,1.5958069234519747,0.0,-0.5984095427435387,-0.39926739926739924,0
15751,0.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.01639344262295082,-0.0502283105022831,3.45,-0.36811311555338844,0.0,2.072564612326044,3.875457875457875,1
15752,0.08333333333333333,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.9890710382513661,0.9246575342465754,-0.20000000000000004,0.5860555826426135,0.6474682025437964,1.0675944333996024,-0.19780219780219785,1
15753,-1.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.2990867579908676,-0.20000000000000004,0.4549000487567039,2.3998080153587713,-0.35884691848906564,-0.39926739926739924,0
15754,-0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,-0.2557077625570776,-0.5,-0.22866894197952206,0.0,-0.5944333996023857,-0.6007326007326007,1
15755,-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.9890710382513661,-0.4771689497716895,-0.35000000000000003,-0.7298878595806922,0.0,-0.4691848906560636,-0.39926739926739924,1
15756,-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.01639344262295082,-0.4155251141552511,-0.5,0.49878108239883,0.0,-0.45129224652087474,-0.6007326007326007,1
15757,0.08333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.7009132420091324,0.35000000000000003,-0.9809848854217453,0.0,-0.36878727634194824,1.399267399267399,1
15758,0.25,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.9890710382513661,1.1803652968036529,0.15,0.021452949780594893,0.0,0.37872763419483113,0.20512820512820498,0
15759,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2762557077625571,-0.15,-0.3295953193564114,0.0,1.5666003976143141,0.20146520146520136,1
15760,0.8333333333333334,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6598173515981736,0.85,-0.27303754266211594,0.0,0.31709741550695825,0.6007326007326007,1
15761,-1.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9890710382513661,2.963470319634703,0.049999999999999975,-0.7450024378352023,2.079913606911447,-0.5894632206759444,-0.39926739926739924,1
15762,0.8333333333333334,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,3.278538812785388,-0.35000000000000003,-0.804973183812774,0.0,0.1570576540755468,-0.20146520146520147,1
15763,0.16666666666666666,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.9890710382513661,-0.4315068493150685,-0.39999999999999997,1.1838127742564601,0.0,-0.30616302186878724,-0.5018315018315017,0
15764,0.75,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.01639344262295082,0.2762557077625571,0.9999999999999999,-0.5421745490004874,0.37892968562514995,0.1789264413518887,1.2307692307692308,1
15765,2.3333333333333335,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.01092896174863388,-0.2922374429223744,0.09999999999999995,2.8156996587030716,1.238540916726662,1.345924453280318,0.8168498168498166,0
15766,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.9890710382513661,1.735159817351598,-0.15,-1.016577279375914,0.0,-0.2117296222664016,-0.39926739926739924,0
15767,-0.75,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.9890710382513661,-0.408675799086758,-0.5,0.2598732325694782,2.3998080153587713,-0.6739562624254474,-0.6007326007326007,0
15768,-0.25,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.01092896174863388,-0.02968036529680365,0.6999999999999998,1.6387128230131642,2.2241420686345093,0.7882703777335985,0.20879120879120877,0
