ID,Age,UseByTime,AthleticsActivities,WaterActivities,FitnessActivities,TeamActivities,RacketActivities,CombatActivities,SpecialActivities,OtherActivities,HasReferences,NumberOfReferences,Dropout,Active_Period,Contract_Duration,PercentageOfVisits,TotalNumberOfActivities,MonthlyValue,PercentageOfClasses,Freq_Visits_Day,Freq_Classes_Contract,Visits_ActivePeriod,Gender_Female
12244,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,315,0.48,1,17.32,0.0,0.1429,0.0,0.0778,0
12245,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,201,0.31,1,6.27,0.0,0.0448,0.0,0.05,1
12246,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,119,0.17,1,27.87,0.0,0.0588,0.0,0.0278,1
12247,-0.16666666666666666,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,180,176,0.02,1,32.4,0.0,0.0341,0.0,0.0056,1
12248,-0.25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,268,0.03,1,8.52,0.0,0.0187,0.0,0.0056,1
12249,0.5833333333333334,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,101,0.03,1,32.07,0.0,0.1683,0.0,0.0111,1
12250,0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,364,929,0.07,2,24.11,0.0,0.1098,0.0,0.011,1
12251,1.8333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,365,125,0.25,1,27.4,0.0,0.336,0.0,0.0411,1
12252,-0.3333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,106,0.47,1,28.47,100.0,0.1792,0.1792,0.022,0
12253,-0.08333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,1148,0.56,1,40.92,12.19,0.3859,0.047,0.1858,1
12254,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,365,487,0.03,1,14.88,0.0,0.1211,0.0,0.0055,1
12255,-0.08333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,289,0.0,1,10.58,0.0,0.0173,0.0,0.0,1
12256,-1.4166666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,747,0.35,1,32.97,85.71,0.0656,0.0562,0.0328,1
12257,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,365,62,0.1,1,23.8,0.0,0.1129,0.0,0.0164,0
12258,-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,68,0.23,1,39.3,0.0,0.1765,0.0,0.0192,0
12259,-0.75,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,364,204,0.29,1,41.02,75.0,0.0784,0.0588,0.0137,1
12260,0.3333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,281,0.0,1,35.4,0.0,0.0285,0.0,0.0,1
12261,0.4166666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,266,0.0,1,45.2,80.0,0.0564,0.0451,0.0,1
12262,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,124,0.16,1,30.85,0.0,0.1694,0.0,0.0275,0
12263,-0.08333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,553,0.0,1,21.99,0.0,0.0633,0.0,0.0,1
12264,-0.4166666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,365,654,0.12,1,22.64,91.18,0.052,0.0474,0.0055,0
12265,-0.4166666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,337,0.0,1,10.72,0.0,0.0148,0.0,0.0,1
12266,-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,198,0.07,1,7.27,0.0,0.0101,0.0,0.0111,1
12267,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,364,312,0.0,2,32.45,0.0,0.0321,0.0,0.0,1
12268,-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,33,0.07,1,53.6,0.0,0.0606,0.0,0.0109,1
12269,-1.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,348,0.53,1,50.51,36.11,0.1034,0.0374,0.0492,1
12270,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,159,0.12,1,25.72,0.0,0.3208,0.0,0.0389,1
12271,-0.6666666666666666,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,365,200,0.87,1,50.89,28.89,0.675,0.195,0.1452,1
12272,-0.08333333333333333,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,183,266,0.06,1,21.39,0.0,0.1617,0.0,0.0219,0
12273,-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,150,0.03,1,17.5,0.0,0.0667,0.0,0.0111,0
12274,0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,83,0.07,1,33.85,0.0,0.0723,0.0,0.011,1
12275,0.5833333333333334,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,531,0.06,1,28.66,90.7,0.081,0.0734,0.0055,1
12276,-0.4166666666666667,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,204,0.07,1,7.27,0.0,0.0098,0.0,0.0111,1
12277,-0.16666666666666666,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,236,0.0,1,8.51,100.0,0.0042,0.0042,0.0,1
12278,3.1666666666666665,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,43,0.1,1,80.85,0.0,0.0698,0.0,0.0164,1
12279,-1.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,217,0.29,1,26.09,94.74,0.0876,0.0829,0.0137,1
12280,-0.4166666666666667,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,53,0.02,1,30.0,0.0,0.0189,0.0,0.0055,1
12281,0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,116,0.02,1,46.8,0.0,0.1293,0.0,0.0056,1
12282,0.75,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,24,0.17,1,47.2,0.0,0.1667,0.0,0.0219,1
12283,0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,338,0.31,1,16.72,0.0,0.145,0.0,0.05,0
12284,-0.4166666666666667,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,64,0.18,1,32.45,0.0,0.1719,0.0,0.0601,1
12285,-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,116,0.17,1,14.83,0.0,0.0431,0.0,0.0278,0
12286,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,26,0.4,1,34.0,0.0,0.4615,0.0,0.0667,0
12287,-1.4166666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,327,0.26,1,46.76,93.22,0.1804,0.1682,0.0247,1
12288,-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,30,0.07,1,53.6,0.0,0.0667,0.0,0.0109,0
12289,-1.1666666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,393,0.0,1,40.15,96.3,0.1374,0.1323,0.0,0
12290,-0.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,1577,0.35,1,10.49,69.44,0.0228,0.0159,0.0328,1
12291,4.083333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,174,0.0,1,29.92,40.0,0.0287,0.0115,0.0,0
12292,0.4166666666666667,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,22,0.14,1,30.2,0.0,0.0909,0.0,0.0164,0
12293,0.5833333333333334,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,454,0.0,1,16.69,0.0,0.0022,0.0,0.0,0
12294,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,58,0.19,1,59.5,0.0,0.1897,0.0,0.0278,1
12295,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,121,0.03,1,33.33,0.0,0.1157,0.0,0.0055,1
12296,0.6666666666666666,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,365,101,0.0,1,21.2,100.0,0.0594,0.0594,0.0,1
12297,1.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,291,0.53,1,33.38,88.0,0.1718,0.1512,0.0247,1
12298,1.0833333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,748,0.03,1,4.38,0.0,0.0267,0.0,0.0111,1
12299,-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,70,0.05,1,35.95,0.0,0.0714,0.0,0.0082,1
12300,-0.8333333333333334,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,471,0.0,1,37.12,0.0,0.0637,0.0,0.0,0
12301,1.8333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,551,0.0,1,21.01,97.62,0.0762,0.0744,0.0,1
12302,-1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,839,0.0,2,54.36,102.94,0.081,0.0834,0.0,0
12303,0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,82,0.09,1,41.7,0.0,0.1098,0.0,0.0165,1
12304,-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,337,0.13,1,18.55,0.0,0.2582,0.0,0.0437,0
12305,1.4166666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,967,0.11,1,22.24,91.73,0.1375,0.1262,0.0109,0
12306,0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,147,0.23,1,23.65,0.0,0.0884,0.0,0.0385,1
12307,-1.25,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,1865,0.46,1,34.6,78.45,0.1244,0.0976,0.0874,1
12308,1.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,366,0.08,1,16.86,0.0,0.0765,0.0,0.0273,1
12309,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,365,93,0.52,1,39.2,0.0,0.5054,0.0,0.0877,1
12310,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,39,0.28,1,60.2,0.0,0.2821,0.0,0.0611,0
12311,-0.25,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,818,0.0,1,39.86,0.0,0.0465,0.0,0.0,1
12312,-1.5833333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,404,0.44,1,33.36,100.0,0.0396,0.0396,0.0222,1
12313,-1.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,691,0.59,1,54.77,96.0,0.0724,0.0695,0.0546,0
12314,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,365,109,0.03,1,29.53,0.0,0.1009,0.0,0.0055,1
12315,0.25,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,183,239,0.03,2,22.94,0.0,0.0586,0.0,0.0109,0
12316,-1.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,762,0.29,1,53.05,104.05,0.0971,0.101,0.0273,1
12317,1.4166666666666667,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,333,0.13,1,37.86,0.0,0.1081,0.0,0.0247,1
12318,1.75,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,126,0.21,1,28.12,4.17,0.1905,0.0079,0.0357,1
12319,-0.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,49,0.43,1,354.2,83.33,0.1224,0.102,0.0328,1
12320,3.4166666666666665,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,332,0.0,1,35.24,0.0,0.012,0.0,0.0,1
12321,-0.08333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,1102,0.0,1,29.86,0.0,0.0617,0.0,0.0,1
12322,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,186,0.0,1,30.88,0.0,0.1505,0.0,0.0,1
12323,-0.5833333333333334,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,17,0.1,1,90.2,100.0,0.0588,0.0588,0.0055,1
12324,0.4166666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,106,0.0,1,31.73,0.0,0.0377,0.0,0.0,1
12325,-0.8333333333333334,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,180,359,0.0,1,19.47,0.0,0.0529,0.0,0.0,1
12326,-1.8333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,151,0.0,1,34.52,100.0,0.0132,0.0132,0.0,0
12327,2.6666666666666665,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,181,542,0.05,1,12.99,0.0,0.0148,0.0,0.0166,0
12328,1.0833333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,546,195,0.02,1,29.77,0.0,0.0564,0.0,0.0073,1
12329,1.0833333333333333,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,364,550,0.0,1,28.22,0.0,0.0164,0.0,0.0,1
12330,0.08333333333333333,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,1616,0.0,1,12.04,0.0,0.034,0.0,0.0,1
12331,0.08333333333333333,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,183,1327,0.67,1,3.78,100.0,0.0173,0.0173,0.0328,1
12332,0.08333333333333333,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,1244,0.18,1,13.7,0.0,0.1375,0.0,0.0302,1
12333,3.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,364,234,0.11,1,36.25,0.0,0.2735,0.0,0.0192,1
12334,2.3333333333333335,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,364,348,0.0,1,20.15,0.0,0.0374,0.0,0.0,1
12335,-1.6666666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,298,0.06,1,58.64,100.0,0.0705,0.0705,0.0027,1
12336,1.4166666666666667,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,141,0.02,1,37.55,50.0,0.0142,0.0071,0.0027,1
12337,2.4166666666666665,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,31,0.03,1,78.6,0.0,0.0323,0.0,0.0056,1
12338,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,30,0.07,1,37.6,0.0,0.0667,0.0,0.0055,1
12339,0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,365,296,0.11,1,16.62,0.0,0.1993,0.0,0.0192,0
12340,1.25,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,183,715,0.0,1,24.1,0.0,0.1119,0.0,0.0,1
12341,-0.16666666666666666,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,113,0.06,1,17.47,0.0,0.0531,0.0,0.011,1
12342,-0.6666666666666666,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,365,305,0.09,1,32.07,100.0,0.177,0.177,0.0082,0
12343,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,365,606,0.02,1,9.38,0.0,0.033,0.0,0.0027,1
12344,3.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,370,0.17,1,4.29,0.0,0.0135,0.0,0.0273,1
12345,1.25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,181,711,0.03,1,16.67,0.0,0.0239,0.0,0.011,1
12346,2.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,249,0.08,1,33.46,0.0,0.1928,0.0,0.0273,0
12347,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,365,514,0.2,1,23.01,0.0,0.321,0.0,0.0329,0
12348,3.1666666666666665,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,345,0.03,1,3.96,0.0,0.0319,0.0,0.0055,1
12349,0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,1647,0.2,1,2.82,6.25,0.0097,0.0006,0.0556,1
12350,-1.6666666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,776,0.33,1,35.97,95.35,0.1108,0.1057,0.0164,1
12351,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,52,0.08,1,38.6,0.0,0.0385,0.0,0.0219,0
12352,0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,265,0.1,1,21.25,0.0,0.2264,0.0,0.0165,0
12353,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,333,0.39,1,26.36,0.0,0.1682,0.0,0.0659,1
12354,-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,65,0.05,1,42.85,0.0,0.1231,0.0,0.0082,1
12355,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,29,0.5,1,47.2,0.0,0.4828,0.0,0.0601,1
12356,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,447,0.0,1,17.11,0.0,0.0067,0.0,0.0,1
12357,-1.4166666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,183,1854,0.4,1,40.04,83.52,0.0982,0.082,0.0765,1
12358,-1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,690,0.14,1,42.52,27.91,0.0623,0.0174,0.0165,1
12359,-0.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,755,0.0,1,39.38,100.0,0.0477,0.0477,0.0,0
12360,-1.8333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,548,468,0.12,1,32.04,100.0,0.062,0.062,0.0036,0
12361,0.16666666666666666,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,365,319,0.0,1,29.04,0.0,0.1348,0.0,0.0,0
12362,-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,215,0.18,1,24.23,0.0,0.0837,0.0,0.0389,1
12363,1.4166666666666667,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,365,178,0.06,1,31.92,80.0,0.0281,0.0225,0.0027,1
12364,1.8333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,106,0.02,1,38.47,0.0,0.1038,0.0,0.0056,0
12365,-0.9166666666666666,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,370,0.33,1,32.11,100.0,0.0838,0.0838,0.0082,1
12366,-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,57,0.05,1,45.4,0.0,0.0351,0.0,0.0082,1
12367,-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,365,0.06,1,15.81,0.0,0.0986,0.0,0.0219,1
12368,0.16666666666666666,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,1009,0.0,1,6.83,0.0,0.0109,0.0,0.0,0
12369,0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,82,0.08,1,32.45,0.0,0.0854,0.0,0.0273,1
12370,0.9166666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,196,0.27,1,27.93,0.0,0.2092,0.0,0.0444,1
12371,1.1666666666666667,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,181,623,0.0,2,24.66,31.48,0.0867,0.0273,0.0,1
12372,-0.4166666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,738,0.65,1,32.69,100.0,0.1599,0.1599,0.0611,1
12373,1.25,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,1412,0.0,1,30.92,0.0,0.0857,0.0,0.0,1
12374,2.25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,314,0.05,1,17.36,0.0,0.2325,0.0,0.0082,1
12375,-1.5833333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,155,0.25,1,31.54,100.0,0.0645,0.0645,0.0164,1
12376,2.1666666666666665,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,475,0.05,1,18.91,0.0,0.0547,0.0,0.0082,1
12377,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,365,224,0.03,1,24.8,0.0,0.1116,0.0,0.0055,1
12378,0.25,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,180,163,0.0,1,37.5,0.0,0.0061,0.0,0.0,0
12379,-0.4166666666666667,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,32,0.03,1,38.5,0.0,0.0312,0.0,0.0055,0
12380,0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,492,0.0,1,21.41,0.0,0.1687,0.0,0.0,1
12381,-0.16666666666666666,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,180,300,0.23,2,17.72,12.5,0.1067,0.0133,0.0333,1
12382,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,124,0.03,1,16.35,0.0,0.0565,0.0,0.0055,1
12383,2.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,122,0.06,1,40.07,0.0,0.1393,0.0,0.0164,1
12384,-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,364,212,0.11,1,16.03,4.0,0.1179,0.0047,0.0192,1
12385,-0.08333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,745,0.15,1,15.88,91.94,0.0832,0.0765,0.0109,0
12386,0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,365,94,0.03,1,30.2,0.0,0.1383,0.0,0.0055,1
12387,1.8333333333333333,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,1876,0.03,1,11.66,0.0,0.0848,0.0,0.0109,0
12388,-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,65,0.03,1,20.2,0.0,0.0769,0.0,0.0111,1
12389,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,1176,0.05,1,14.14,0.0,0.0332,0.0,0.0164,1
12390,0.16666666666666666,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,23,0.86,1,43.7,100.0,0.2609,0.2609,0.0328,1
12391,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,399,0.05,1,17.12,0.0,0.0877,0.0,0.0164,1
12392,1.6666666666666667,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,273,0.0,1,25.86,100.0,0.0366,0.0366,0.0,1
12393,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,180,344,0.21,2,9.56,0.0,0.0378,0.0,0.0333,0
12394,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,239,0.0,1,25.64,0.0,0.0126,0.0,0.0,1
12395,2.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183,47,0.27,1,58.1,0.0,0.234,0.0,0.0219,1
12396,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,364,1279,0.29,2,4.61,85.0,0.0313,0.0266,0.0137,0
12397,2.0833333333333335,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180,30,0.2,1,51.6,0.0,0.2,0.0,0.0333,0
12398,3.75,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,717,0.39,1,32.61,0.0,0.2301,0.0,0.1311,1
