ID,Age,UseByTime,AthleticsActivities,WaterActivities,FitnessActivities,TeamActivities,RacketActivities,CombatActivities,SpecialActivities,OtherActivities,Dropout,Contract_Duration,PercentageOfVisits,PercentageOfClasses,Freq_Visits_Day,Freq_Classes_Contract,Visits_ActivePeriod,Gender_Female
21779,1.6666666666666667,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.2009132420091324,-0.5,0.0,-0.6182902584493042,0.0,-0.6007326007326007,0
21780,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.1324200913242009,-0.25,0.0,-0.36282306163021866,0.0,0.01098901098901092,1
21781,0.75,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-0.5730593607305936,0.3999999999999999,0.0,1.0278330019880715,0.0,0.20146520146520136,1
21782,0.5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.3150684931506849,-0.20000000000000004,2.3998080153587713,-0.5337972166998012,1.9603174603174602,-0.39560439560439553,0
21783,0.16666666666666666,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,-0.19406392694063926,-0.15,0.0,-0.30318091451292245,0.0,0.0,0
21784,1.6666666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0821917808219178,1.6999999999999997,2.3998080153587713,-0.10337972166998005,5.396825396825397,-0.19780219780219785,1
21785,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.547945205479452,-0.35000000000000003,0.0,-0.47813121272365805,0.0,-0.39560439560439553,1
21786,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.1917808219178082,0.0,0.0,0.3250497017892645,0.0,0.01098901098901092,1
21787,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.2397260273972603,-0.35000000000000003,0.0,-0.4502982107355865,0.0,-0.39926739926739924,1
21788,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.9383561643835616,0.0,0.03575713942884569,0.19483101391650107,0.11904761904761905,0.6007326007326007,0
21789,3.5833333333333335,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.2648401826484018,1.9,0.14206863450923926,3.1043737574552686,1.8333333333333333,2.318681318681318,0
21790,-1.6666666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.136986301369863,0.9499999999999998,2.0628749700023996,-0.3111332007952286,3.2142857142857144,0.3992673992673992,1
21791,2.3333333333333335,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.5821917808219177,2.0,1.3563714902807775,-0.6550695825049702,0.5634920634920635,0.9999999999999999,0
21792,-0.75,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.321917808219178,-0.5,2.119270458363331,0.11928429423459241,6.333333333333333,-0.6007326007326007,1
21793,-0.5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.23059360730593606,-0.39999999999999997,0.5999520038396928,-0.672962226640159,0.2142857142857143,-0.39926739926739924,0
21794,-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.4726027397260274,-0.15,0.0,0.12425447316103377,0.0,0.2124542124542124,1
21795,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.4429223744292237,-0.10000000000000002,0.0,0.4791252485089463,0.0,0.4175824175824174,0
21796,-0.25,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.6118721461187214,-0.35000000000000003,1.8161747060235183,0.58051689860835,8.214285714285714,-0.39926739926739924,0
21797,2.5833333333333335,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.1917808219178082,0.24999999999999994,0.0,1.4204771371769385,0.0,0.3040293040293039,1
21798,-0.08333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4954337899543379,-0.5,2.3998080153587713,-0.5159045725646124,2.1031746031746033,-0.6007326007326007,1
21799,0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.17579908675799086,0.5499999999999999,0.0,-0.4751491053677932,0.0,0.619047619047619,0
21800,0.25,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.03424657534246575,-0.39999999999999997,0.0,-0.43439363817097415,0.0,-0.39926739926739924,1
21801,-0.75,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.20319634703196346,-0.5,2.3998080153587713,-0.7514910536779325,0.2222222222222222,-0.6007326007326007,1
21802,-1.6666666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.1643835616438356,-0.5,0.7998560115190784,-0.4821073558648112,0.7936507936507936,-0.6007326007326007,0
21803,-0.16666666666666666,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.3242009132420091,-0.15,0.0,-0.1560636182902584,0.0,0.0,0
