Age,UseByTime,AthleticsActivities,WaterActivities,FitnessActivities,TeamActivities,RacketActivities,CombatActivities,SpecialActivities,OtherActivities,Dropout,Contract_Duration,PercentageOfVisits,PercentageOfClasses,Freq_Visits_Day,Freq_Classes_Contract,Visits_ActivePeriod,Gender_Female,dbscan_labels
3.0833333333333335,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-0.4908675799086758,1.15,1.8665706743460522,0.7634194831013917,9.579365079365079,-0.20146520146520147,1,0
0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.2853881278538813,-0.20000000000000004,0.10439164866810653,-0.2047713717693837,0.1984126984126984,-0.5018315018315017,1,0
0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.5547945205479452,0.5,0.0,1.208747514910537,0.0,0.619047619047619,0,0
-1.1666666666666667,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-0.2579908675799087,0.35000000000000003,0.23998080153587711,0.463220675944334,0.9920634920634921,-0.30036630036630035,0,0
1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.1529680365296804,-0.5,0.0,-0.25546719681908553,0.0,-0.6007326007326007,0,0
0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0684931506849315,1.6999999999999997,0.0,0.3658051689860835,0.0,2.007326007326007,1,0
0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.3059360730593608,0.0,0.0,-0.6093439363817097,0.0,0.01098901098901092,0,0
0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0045662100456623,0.3999999999999999,0.0,-0.5666003976143141,0.0,1.637362637362637,0,0
0.5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.3470319634703196,-0.5,0.0,-0.6391650099403579,0.0,-0.6007326007326007,0,0
-0.75,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-0.1461187214611872,-0.5,2.3998080153587713,-0.49403578528827036,2.2777777777777777,-0.6007326007326007,1,0
-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0273972602739726,-0.25,0.0,-0.39562624254473155,0.0,-0.30036630036630035,1,0
0.5,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.8082191780821918,1.7999999999999998,0.0,2.2962226640159047,0.0,5.098901098901098,1,0
3.3333333333333335,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1461187214611872,-0.25,0.0,-0.1600397614314115,0.0,-0.30036630036630035,1,0
-0.9166666666666666,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.06621004566210045,-0.5,0.0,-0.7465208747514911,0.0,-0.6007326007326007,1,0
0.4166666666666667,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.1963470319634703,0.35000000000000003,0.0,4.111332007952286,0.0,1.4358974358974357,0,0
0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.03424657534246575,0.5499999999999999,0.0,-0.5725646123260437,0.0,0.6007326007326007,0,0
2.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,3.598173515981735,0.5499999999999999,0.0,0.8121272365805169,0.0,1.2014652014652012,0,0
1.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.13926940639269406,-0.25,0.0,1.2147117296222665,0.0,0.0,1,0
-0.3333333333333333,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.23059360730593606,1.2499999999999998,0.0,1.7455268389662029,0.0,0.608058608058608,0,0
0.4166666666666667,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,-0.5547945205479452,-0.10000000000000002,0.0,-0.11630218687872766,0.0,-0.20146520146520147,0,0
0.5833333333333334,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.8584474885844748,-0.5,0.0,-0.15109343936381703,0.0,-0.6007326007326007,0,0
0.25,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.2557077625570776,-0.5,0.0,-0.2852882703777336,0.0,-0.6007326007326007,1,0
1.6666666666666667,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.1643835616438356,-0.45,2.3998080153587713,-0.23161033797216696,4.3730158730158735,-0.5347985347985348,1,0
0.08333333333333333,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.917808219178082,1.5999999999999996,2.3998080153587713,1.069582504970179,14.761904761904761,0.5054945054945054,0,0
1.75,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.3995433789954338,0.15,0.0,0.37475149105367794,0.0,0.20146520146520136,1,0
-0.8333333333333334,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.8310502283105023,2.0,1.5999520038396928,-0.6023856858846919,0.9444444444444445,0.0,1,0
-0.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.6917808219178082,-0.5,2.5123590112790977,0.3250497017892645,9.23015873015873,-0.6007326007326007,0,0
-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.3607305936073059,-0.5,0.0,-0.17395626242544726,0.0,-0.6007326007326007,1,0
-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.9680365296803652,0.0,0.0,-0.3946322067594433,0.0,-0.30036630036630035,1,0
-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.4269406392694064,-0.15,0.07055435565154787,-0.04473161033797221,0.17460317460317462,-0.19780219780219785,1,0
-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.4771689497716895,0.65,0.0,2.4821073558648115,0.0,0.8241758241758239,1,0
-1.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3242009132420091,-0.5,2.3998080153587713,-0.3717693836978131,3.253968253968254,-0.6007326007326007,0,0
-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.410958904109589,-0.35000000000000003,0.0,-0.6719681908548707,0.0,-0.5018315018315017,0,0
-1.8333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.23515981735159816,-0.5,1.7141828653707705,-0.3697813121272366,2.333333333333333,-0.6007326007326007,1,0
4.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-0.5547945205479452,0.15,0.0,0.5457256461232605,0.0,0.20146520146520136,1,0
-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.3789954337899543,-0.25,0.0,0.5109343936381711,0.0,0.0,1,0
-0.8333333333333334,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,3.6118721461187215,0.9499999999999998,2.001919846412287,0.28727634194831025,7.103174603174603,0.3992673992673992,1,0
0.4166666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.3995433789954338,-0.10000000000000002,0.0,1.452286282306163,0.0,-0.09890109890109892,0,0
1.25,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2831050228310502,4.3,2.3621310295176388,2.4005964214711732,24.992063492063494,4.402930402930402,1,-1
1.9166666666666667,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.2968036529680365,0.35000000000000003,0.0,-0.1540755467196819,0.0,0.4175824175824174,1,0
0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.20319634703196346,0.0,0.0,0.7335984095427436,0.0,0.0,1,0
-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.3401826484018265,-0.35000000000000003,0.0,-0.13817097415506954,0.0,-0.5018315018315017,0,0
-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.2009132420091324,-0.15,0.0,-0.1878727634194831,0.0,0.2124542124542124,1,0
-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.17579908675799086,1.7499999999999998,0.0,0.04473161033797221,0.0,1.9999999999999996,1,0
0.9166666666666666,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.5022831050228311,0.5,0.0,0.5129224652087476,0.0,0.608058608058608,1,0
-1.4166666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0936073059360731,0.9499999999999998,1.9808015358771298,0.05367793240556663,5.484126984126983,-0.09890109890109892,1,0
-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.45662100456621,-0.39999999999999997,0.0,-0.37077534791252487,0.0,-0.5018315018315017,1,0
-1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.091324200913242,0.6999999999999998,2.3998080153587713,-0.13916500994035785,5.111111111111111,0.2124542124542124,0,0
1.5833333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.2328767123287671,1.8499999999999999,2.3998080153587713,0.6739562624254474,11.603174603174603,0.20146520146520136,1,0
2.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3424657534246575,2.1,0.0,1.8528827037773359,0.0,5.805860805860805,0,0
0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0776255707762557,-0.10000000000000002,0.0,0.7594433399602386,0.0,0.4175824175824174,0,0
-0.9166666666666666,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.3812785388127854,0.049999999999999975,2.3998080153587713,0.1699801192842943,7.579365079365079,0.20146520146520136,1,0
-0.16666666666666666,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.19406392694063926,-0.15,0.0,-0.41848906560636184,0.0,0.20146520146520136,0,0
0.8333333333333334,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.6757990867579908,-0.5,0.0,-0.6709741550695826,0.0,-0.6007326007326007,0,0
2.4166666666666665,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.8538812785388128,-0.39999999999999997,0.0,-0.0646123260437375,0.0,-0.39926739926739924,0,0
2.5833333333333335,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.10730593607305935,-0.5,0.0,-0.3399602385685884,0.0,-0.6007326007326007,1,0
0.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.2694063926940639,0.85,0.0,0.43936381709741557,0.0,0.10256410256410244,1,0
0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.13013698630136986,-0.35000000000000003,0.0,-0.31908548707753476,0.0,-0.20146520146520147,1,0
-0.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1780821917808219,-0.5,0.0,0.4383697813121273,0.0,-0.6007326007326007,1,0
-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.8744292237442922,-0.39999999999999997,0.0,-0.5825049701789264,0.0,-0.5018315018315017,0,0
2.4166666666666665,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.363013698630137,1.5000000000000002,0.0,1.327037773359841,0.0,3.4029304029304024,1,0
-1.3333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.178082191780822,0.9499999999999998,2.1665466762658987,0.12823061630218696,6.5396825396825395,0.3992673992673992,0,0
-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.17579908675799086,0.9,0.0,-0.01888667992047713,0.0,1.0256410256410255,1,0
1.75,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.9726027397260273,0.7999999999999999,0.0,1.720675944333996,0.0,2.6007326007326004,1,0
1.6666666666666667,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.3881278538812785,-0.35000000000000003,0.0,-0.2972166998011928,0.0,-0.19780219780219785,0,0
-1.1666666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9726027397260274,-0.20000000000000004,1.5598752099832012,-0.49502982107355864,1.476190476190476,-0.5018315018315017,1,0
0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.17123287671232876,-0.35000000000000003,0.0,-0.7286282306163022,0.0,-0.39560439560439553,1,0
-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.02511415525114155,-0.20000000000000004,0.0,0.09542743538767394,0.0,0.20146520146520136,1,0
1.6666666666666667,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.9794520547945205,1.5499999999999996,0.0,1.0864811133200796,0.0,1.2014652014652012,1,0
1.25,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,2.3607305936073057,-0.5,2.2663786897048235,-0.6421471172962226,1.0317460317460316,-0.6007326007326007,0,0
0.3333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.02054794520547945,-0.5,0.0,0.03180914512922474,0.0,-0.6007326007326007,0,0
0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.5570776255707762,0.9,0.0,1.9632206759443338,0.0,0.9999999999999999,1,0
-1.6666666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1050228310502284,1.15,1.9884809215262778,-0.3200795228628231,3.0396825396825395,0.3992673992673992,0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.0821917808219178,-0.39999999999999997,0.0,-0.6530815109343936,0.0,-0.39560439560439553,1,0
-1.6666666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.2808219178082192,0.3,2.3998080153587713,0.08250497017892647,6.8809523809523805,-0.30036630036630035,0,0
-0.08333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.7762557077625571,1.95,0.0,3.117296222664016,0.0,2.4175824175824174,1,0
-1.1666666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1461187214611872,1.2499999999999998,2.3998080153587713,0.04174950298210745,6.555555555555556,0.6007326007326007,0,0
-1.6666666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7876712328767124,1.5499999999999996,2.02735781137509,0.3121272365805169,7.365079365079365,0.802197802197802,0,0
1.1666666666666667,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.17123287671232876,-0.5,0.0,-0.7226640159045726,0.0,-0.6007326007326007,0,0
0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.6506849315068493,0.24999999999999994,0.0,-0.709741550695825,0.0,0.6007326007326007,1,0
0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.2785388127853881,0.6,0.0,0.07654075546719681,0.0,0.3992673992673992,0,0
